,XLC US Equity,XLY US Equity,XLP US Equity,XLE US Equity,XLF US Equity,XLV US Equity,XLI US Equity,XLK US Equity,IYZ US Equity,XLB US Equity,XLU US Equity,USRT US Equity,AGG US Equity,LQD US Equity,HYG US Equity,TIP US Equity,EMB US Equity,GLD US Equity,DBC US Equity,DBA US Equity
2/6/08,#N/A N/A,31.15,26.82,67.51,22.1924,33.45,36.43,22.33,25.06,38.85,39.52,38.15,103.17,106.99,97.3,108.8399,101.69,88.9499,32.05,38.09
2/7/08,#N/A N/A,31.75,27.1,68.84,22.3954,33.32,36.44,22.47,25.0496,39,39.31,38.052,102.26,105.76,96.89,107.5396,101.33,89.85,32.44,38.08
2/8/08,#N/A N/A,31.57,26.8,69.85,22.0219,33.11,36.17,22.3,24.93,39.83,39,37.49,102.75,106.16,96.16,108.62,100.94,91,33.41,39.03
2/11/08,#N/A N/A,31.9,27.14,71.65,21.5347,33.01,36.53,22.69,25.07,39.97,39.32,36.87,102.97,106.48,95.4,108.9,100.89,91.33,33.63,38.76
2/12/08,#N/A N/A,31.96,27.5,71.61,22.1275,33.49,36.9,22.74,25.43,40.69,39.99,37.24,102.93,106.33,95.76,108.7,100.92,89.33,32.95,37.83
2/13/08,#N/A N/A,32.37,27.37,73.35,22.0463,33.44,37.56,23.26,26.1,40.52,39.8,37.58,102.32,105.26,95.51,107.71,101.11,89.44,33.22,37.83
2/14/08,#N/A N/A,32.06,27.23,72.72,21.4454,33.3,37,22.8,25.49,40,39.3,37.63,102,105.03,95.98,106.99,101.098,89.71,33.89,39
2/15/08,#N/A N/A,32.23,27.35,72.85,21.7864,33.33,36.77,22.72,25.46,40.25,39.85,37.22,101.95,105.37,95.74,107.53,101.29,89.15,33.73,39.18
2/18/08,#N/A N/A,32.23,27.35,72.85,21.7864,33.33,36.77,22.72,25.46,40.25,39.85,37.22,101.95,105.37,95.74,107.53,101.29,89.15,33.73,39.18
2/19/08,#N/A N/A,31.86,27.79,75.25,21.7539,33.75,36.95,22.51,24.56,41.25,39.53,37.06,101.46,104.33,95.25,106.914,100.53,91.58,34.83,40.07
2/20/08,#N/A N/A,32.3,27.2,76.15,22.0057,33.65,37.07,22.55,24.1,41.49,39.61,37.29,101.3,104.56,95.5,107.265,100.53,93.24,35.01,40.2
2/21/08,#N/A N/A,31.53,27.3,74.06,21.6159,33.3,36.78,22.51,23.8,40.93,38.74,37.004,102.13,105.28,95.83,107.94,100.42,93.25,34.82,40.53
2/22/08,#N/A N/A,32.22,27.6,74.9,22.0869,33.37,37.15,22.49,24.1,41.32,39.42,37.44,101.59,104.866,96,107.64,100.79,93.39,35.3,40.95
2/25/08,#N/A N/A,32.65,27.64,77.04,22.0869,33.8,37.44,22.62,24.41,42.27,39.46,38.84,101.23,104.2,96.29,107.1,100.92,92.74,35.64,42.2
2/26/08,#N/A N/A,32.97,27.98,78.35,22.2818,33.5,37.47,22.88,24.57,42.47,39.97,38.745,101.72,104.95,96.91,107.81,101.0099,93.71,36.4,42.98
2/27/08,#N/A N/A,32.9,27.6,77.33,22.3792,33.65,37.54,22.9,24.33,42.46,39.01,38.69,101.9299,104.85,96.89,107.99,101.21,94.78,36.35,42.46
2/28/08,#N/A N/A,32.12,27.65,78.66,21.6809,33.26,37.27,22.61,24.38,42.23,38.75,37.95,102.54,105.61,96.75,109.42,101.12,95.99,36.7,42.29
2/29/08,#N/A N/A,31.32,27.13,76.05,20.9744,32.8,36.25,22.15,23.61,40.87,37.61,37.38,102.93,106.28,96.38,110.57,101.42,96.18,36.1,41.56
3/3/08,#N/A N/A,31.25,27.4,77,20.6902,32.79,36.78,22.14,23.58,41.55,38.18,37.492,102.53,105.83,95.79,110.01,101.01,97.24,36.63,42.56
3/4/08,#N/A N/A,31.2,27.38,75.5,20.5765,32.83,36.35,22.17,23.37,40.55,38.84,36.96,102.09,105.21,95.68,109.76,100.88,95.18,36.5,41.45
3/5/08,#N/A N/A,31.21,27.45,77.4,20.4141,32.77,36.83,22.33,23.77,41.69,38.73,37.06,101.44,104.47,95.945,109.6899,101.02,97.72,37.3,41.69
3/6/08,#N/A N/A,30.45,27.2,75.85,19.7077,32.11,36.13,22.02,23.22,41.32,37.94,37.35,101.29,104.33,95.7,110.2799,100.874,96.5,37.58,41.44
3/7/08,#N/A N/A,30.16,27.07,73.76,19.7483,31.74,35.61,22.02,23.1,39.59,37.7,36.06,101.6,104.11,95.5,110.69,100.77,96.09,37.2,39.76
3/10/08,#N/A N/A,29.81,26.93,72.85,19.188,31,35.04,21.78,22.58,38.74,37.65,35.5,102.14,104.09,95.28,111.52,100.78,95.87,37.9,40.48
3/11/08,#N/A N/A,30.62,27.5,76.6,20.4466,31.3,36.23,22.55,23.21,41.1,38.3,37.73,101.52,102.9,95.52,110.44,100.69,95.99,38.49,42.14
3/12/08,#N/A N/A,30.45,27.43,74.9,20.1056,31.3,36.16,22.32,22.79,40.51,38.3,37.45,102.56,104.14,95.5,111.5,100.7401,97.01,38.91,41.99
3/13/08,#N/A N/A,30.48,27.43,76.15,20.0568,31.26,36.66,22.23,22.67,41.5,38.18,36.96,102.12,103.01,94.83,110.78,100.5,98.34,38.95,42.5
3/14/08,#N/A N/A,30.0401,26.96,74.76,19.4884,30.68,36.08,21.95,22.19,40.77,37.9,36.85,102.55,102.95,94.26,111.0276,100.94,98.71,38.9,41.2
3/17/08,#N/A N/A,29.64,26.81,72.15,19.0418,30.64,35.9,21.85,22.22,39.95,37.92,36.74,102.99,103.79,93.82,109.84,100.73,99.17,37.34,38.87
3/18/08,#N/A N/A,30.81,27.3,75.3,20.6415,31.6,37.79,22.83,22.92,41.35,38.59,38.56,102.75,103.6,95.2,109.72,101.23,96.5,38.17,38.9
3/19/08,#N/A N/A,30.4,27.45,70.7,20.0974,31.19,36.41,22.15,22.39,38.55,37.83,38.63,103.06,104.05,95.3,110.1801,101.35,93.0399,36.52,38
3/20/08,#N/A N/A,31.25,27.6201,70.81,21.3723,31.09,36.63,22.39,23.04,38.3,37.45,39.79,103.42,104.6,95.75,110.42,101.33,89.9128,35.05,36.05
3/21/08,#N/A N/A,31.25,27.6201,70.81,21.3723,31.09,36.63,22.39,23.04,38.3,37.45,39.79,103.42,104.6,95.75,110.42,101.33,89.9128,35.05,36.05
3/24/08,#N/A N/A,32.29,27.93,72.05,21.6484,31.5,37.46,23.18,23.79,39.66,37.57,40.58,102.66,104.4,96.482,108.47,101.35,90.1001,35.69,37.75
3/25/08,#N/A N/A,32.03,28,72.77,21.5834,31.56,37.69,23.2,23.66,40.85,37.46,39.9163,102.85,104.87,96.73,108.29,101.15,92.73,36.05,38.67
3/26/08,#N/A N/A,31.43,27.77,74.35,20.8039,31.25,37.39,22.75,23.38,40.67,37.6,39.48,102.55,104.998,96.505,108.61,101.35,93.8,37.13,38.92
3/27/08,#N/A N/A,31.13,27.91,73.6,20.4791,31.41,36.98,22.57,23.3,40.56,37.98,39.75,102.59,104.36,96.19,108.83,101.31,93.46,37.54,38.35
3/28/08,#N/A N/A,30.53,27.88,73.4,20.0162,31.33,36.84,22.43,23.07,40.22,37.63,38.6,102.84,104.92,96.24,109.64,101.12,91.88,36.65,37.6
3/31/08,#N/A N/A,30.72,27.86,74.06,20.1949,31.17,37.4,22.4,23.37,40.17,37.94,39.3001,102.68,105.2,96.6647,109.9,101.09,90.41,35.77,36.45
4/1/08,#N/A N/A,32.1,28.2,75.45,21.6159,31.67,38.25,23.05,24.19,41.45,38.92,40.9,101.57,104.52,96.45,108.3162,100.52,86.8599,35.57,36.7
4/2/08,#N/A N/A,32.1,28.21,76.5,21.5997,31.45,38.42,23.33,23.95,41.73,39.42,41.16,101.62,104.7,96.5,108.32,100.83,89.27,36.63,37.94
4/3/08,#N/A N/A,32.2,28.13,76.68,21.6971,31.35,38.25,23.32,24.33,42.49,39.21,41.85,101.6,104.75,96.33,108.28,100.91,89.42,36.83,38.21
4/4/08,#N/A N/A,32.05,28.37,77.31,21.4048,31.6,38.4,23.24,24.13,42.91,39.17,41.13,102.46,106.02,96.7,108.9,101.23,90.25,37.09,38.42
4/7/08,#N/A N/A,31.93,28.19,77.72,21.5347,31.96,38.16,23.26,24.36,42.68,39.34,41.21,102.448,106.14,97.47,108.6501,101.5,91.17,37.49,38.39
4/8/08,#N/A N/A,31.86,28.18,78.6,21.2911,31.85,38.13,23.12,24.27,43.08,39.6,40.82,102.444,105.762,97.8,108.46,101.53,90.35,37.64,38
4/9/08,#N/A N/A,31.16,27.9,78.75,20.9338,31.7,37.76,23.02,23.78,42.62,39.5,39.74,102.89,105.45,96.95,109.18,101.52,92.29,38.27,38.98
4/10/08,#N/A N/A,31.49,27.97,78.6,20.8039,31.95,37.92,23.21,23.68,42.73,39.22,39.48,102.57,105.548,97.3,108.71,101.78,91.77,38.1,39.1701
4/11/08,#N/A N/A,30.91,27.79,77.5,20.406,31.53,36.43,22.59,23.36,42.18,39.27,39.83,102.79,105.65,96.52,109.52,101.89,91.3,37.95,38.58
4/14/08,#N/A N/A,30.69,27.78,79.28,19.9269,31.39,36.45,22.5,23.24,41.97,39.21,39.7,102.67,105,96.86,109.18,101.92,91.11,38.21,38.96
4/15/08,#N/A N/A,30.65,27.95,79.7,20.1299,31.36,36.62,22.5,23.21,42.2,39.64,39.42,102.12,104.78,96.85,108.78,102.03,91.66,38.67,39.33
4/16/08,#N/A N/A,31.33,28.11,82.4,20.674,31.53,37.64,23.42,23.74,44.22,40.47,41.27,101.75,104.18,97.2725,108.11,102.12,93.27,39.04,39.47
4/17/08,#N/A N/A,31.47,28.15,82.33,21.0313,31.33,37.2,23.41,23.57,44,40.55,41.59,101.73,104.45,97.37,107.66,101.99,92.56,38.86,39.354
4/18/08,#N/A N/A,32.07,27.96,83.59,21.4941,31.63,38.32,23.82,23.98,44.24,40.68,41.49,102,104.91,98.03,107.56,101.77,90.62,38.88,38.86
4/21/08,#N/A N/A,32.07,28.04,84.54,21.1612,31.53,38.19,23.97,23.99,44.35,40.31,41.251,102.013,104.57,97.87,107.6,101.76,90.25,38.93,37.4
4/22/08,#N/A N/A,31.61,27.87,84.58,20.8688,31.2,37.58,23.85,23.87,44,40.19,41.11,102.16,104.34,98,107.87,101.63,90.27,39.17,38.4
4/23/08,#N/A N/A,31.6,28.05,83.92,20.7308,31.3,37.6,24,24.42,43.31,40.25,41.43,102.06,104.66,98.4,107.54,101.51,89.22,38.8,37.76
4/24/08,#N/A N/A,32.04,28.09,81.72,21.4779,31.4,37.84,24.29,24.7299,42.68,40.21,42.57,101.68,104.52,98.43,106.568,101.45,87.22,38.15,36.75
4/25/08,#N/A N/A,32.36,27.93,82.88,21.8839,31.81,38.37,24,24.89,43.9,40.34,42.57,101.58,104.57,98.9,106.42,101.3,87.27,38.85,36.82
4/28/08,#N/A N/A,32.32,28.1,83.02,21.9407,32,38.59,24,25.03,43.65,39.95,42.62,101.83,105.07,99.48,106.6,101.15,87.69,38.94,36.87
4/29/08,#N/A N/A,32.58,28.13,81.15,21.6727,31.65,38.23,24.23,25.28,42.21,40.14,41.94,101.98,105.4,99.19,106.61,101.158,85.81,38,36.22
4/30/08,#N/A N/A,31.45,27.65,81.75,21.6078,31.48,38.5,23.8,25.28,42.31,39.88,41.68,102.6,105.99,99.29,107.11,101.8,86.65,37.93,36.6
5/1/08,#N/A N/A,33.26,28.15,79.96,22.3467,32.04,38.75,24.8,26.25,42.01,40.35,42.25,102.1,106.15,100.82,106.59,101.52,83.99,37.05,35.95
5/2/08,#N/A N/A,33.19,28.112,81.47,22.501,32.05,38.9,24.79,26.08,42.44,41.02,42.14,101.93,105.53,99.8,106.32,101.94,84.58,37.99,36.37
5/5/08,#N/A N/A,32.82,28.01,82.65,22.1112,31.96,38.8,24.68,25.96,43.4,40.43,42.18,101.97,105.68,99.64,106.57,101.9,86.27,38.78,36.21
5/6/08,#N/A N/A,32.96,28.19,84.84,22.3467,31.9,38.95,24.98,26.19,43.75,40.42,42.45,101.64,105,98.93,106.488,101.76,86.63,39.29,36.69
5/7/08,#N/A N/A,32.34,27.92,83.26,21.5428,31.62,38.35,24.54,25.74,43.26,39.81,41.3,101.93,105.28,99,106.7504,101.59,85.82,39.36,36.95
5/8/08,#N/A N/A,32.39,28,84.93,21.1043,31.5,38.48,24.58,25.8,44,39.91,41.5,102.19,105.745,98.79,107.54,101.61,87.24,40,37.14
5/9/08,#N/A N/A,32.2,27.84,84.77,21.1043,31.47,38.24,24.5,25.82,43.45,40.04,40.86,102.23,105.75,99,107.83,101.64,87.42,40.62,37.38
5/12/08,#N/A N/A,32.86,28.15,84.3,21.3561,31.71,38.85,24.9,25.98,44.34,40.43,41.43,102.05,105.654,98.87,107.66,101.5,86.99,39.93,37.19
5/13/08,#N/A N/A,32.98,28.05,85.68,21.1612,31.41,39.11,24.9,26.09,44.59,40.37,41.85,101.47,105.05,98.84,106.85,101.42,85.3901,40.15,36.69
5/14/08,#N/A N/A,33.35,28.16,84.7,21.3073,31.67,39.15,24.95,26.36,44.84,40.52,42.27,101.62,105.10988,98.7,106.95,101.21,85.2,39.5,36.68
5/15/08,#N/A N/A,33.67,28.5,85.82,21.5185,31.58,39.38,25.43,26.77,45.35,40.48,42.79,102.16,105.81,98.96,107.72,101.54,87,39.95,36.27
5/16/08,#N/A N/A,33.44,28.49,88.95,21.4291,31.7,39.28,25.37,26.92,45.91,40.78,42.6,101.91,105.67,99.1,107.72,101.88,89.1001,40.53,36.9
5/19/08,#N/A N/A,33.45,28.65,89.5,21.2261,31.9,39.72,25.5,26.8763,45.79,41.24,42.716,102.08,105.69437,99.49,108.06,101.9,89.39,40.59,36.1
5/20/08,#N/A N/A,32.93,28.22,90.39,20.7308,31.81,39.09,25.1,26.42,46.03,41.52,42.17,102.3,105.73,99.3,108.709,102.05,90.9,41.15,36.3
5/21/08,#N/A N/A,32.23,27.93,89.05,20.203,31.53,38.43,24.44,26.06,44.68,41.31,41.14,102.16,105.265,99.12,108.83,102.07,91.96,42.35,36.73
5/22/08,#N/A N/A,32.09,28.23,87.75,20.3167,31.87,38.34,24.53,26.28,44.48,41.55,40.79,101.55,104.11,98.97,108.07,101.76,90.98,41.74,36.03
5/23/08,#N/A N/A,31.7,28.08,86.26,20.0162,31.35,37.79,24.48,25.97,43.87,40.91,40.61,101.94,104.59,98.38,108.49,101.93,91.23,41.82,36.08
5/26/08,#N/A N/A,31.7,28.08,86.26,20.0162,31.35,37.79,24.48,25.97,43.87,40.91,40.61,101.94,104.59,98.38,108.49,101.93,91.23,41.82,36.08
5/27/08,#N/A N/A,31.94,28.16,85.7,20.1218,31.48,38.19,24.88,26.18,43.67,41.12,40.83,101.37,103.96,97.83,107.74,101.81,89.36,41.15,35.7
5/28/08,#N/A N/A,31.94,28.2,87.51,20.0081,31.45,38.45,25.02,26.45,44.76,41.15,41.16,100.9,103.295,98.31,106.77,101.7,89.14,41.41,35.9
5/29/08,#N/A N/A,32.56,28.31,85.12,20.3654,32.13,38.6,25.2,26.87,44.46,41.59,41.85,100.62,102.79,98.215,106.36,101.38,86.51,40.28,35.4
5/30/08,#N/A N/A,32.31,28.49,86,20.1056,32.08,38.84,25.35,26.89,44.51,41.31,41.58,100.98,103.2,98.22,106.78,101.46,87.45,40.55,35.35
6/2/08,#N/A N/A,31.99,28.24,86.51,19.8051,31.7,38.51,24.99,26.62,44.17,41.01,40.84,100.96,103.08,96.78,106.31,101.16,87.96,41.09,36.43
6/3/08,#N/A N/A,32.03,28.39,84.65,19.7401,31.91,38.38,24.85,26.45,44.22,40.65,41.08,101.15,103.48,96.85,106.31,101.33,86.88,40.12,35.85
6/4/08,#N/A N/A,32.22,28.37,83.39,19.6183,31.92,38.23,24.9,26.58,44.03,41.14,41.26,100.79,103.16,96.75,105.76,101.37,86.65,39.52,36.05
6/5/08,#N/A N/A,32.64,28.66,87.74,20.0081,32.2,38.51,25.41,27.42,45.51,41.63,42.05,100.417,102.61,97.17,105.43,101.18,86.45,41.02,37.09
6/6/08,#N/A N/A,31.26,27.95,86.02,18.9444,31.42,37.01,24.72,26.78,44.17,40.54,41.2,100.98,103.12,96.905,106.72,101.28,89.06,42.07,37.65
6/9/08,#N/A N/A,31.24,28.05,88.55,18.6845,31.25,37.39,24.67,26.47,44.84,41.17,39.65,100.47,103.03,97.21,106.16,101.28,87.987,42.5,37.82
6/10/08,#N/A N/A,31.36,28.1,86.37,18.7414,30.95,37.17,24.56,25.98,44.27,41.13,39.83,99.94,102.44,97.25,105.59,100.79,85.55,42.33,38.22
6/11/08,#N/A N/A,30.7,27.95,86.9,18.1973,30.64,36.47,23.93,25.16,43.48,41.09,39.01,100.0701,102.4,97.23,105.79,100.84,87.02,43.89,40.36
6/12/08,#N/A N/A,30.95,28.14,85.58,18.6926,30.38,36.6,24.2,25.24,43.46,40.92,39.084,99.45,101.53,97.07,104.8,100.295,85.6,43.88,39.9
6/13/08,#N/A N/A,31.72,28.12,86.6,18.985,30.86,37.02,24.46,25.64,44.54,41.29,40.15,99.2,101,97.5,104.79,100.16,85.83,43.6,40.58
6/16/08,#N/A N/A,31.62,27.82,86.91,19.1636,30.96,36.82,24.52,25.55,44.5,41.33,40.75,99.31,101.36,96.15,105.05,99.872,87.01,43.56,40.57
6/17/08,#N/A N/A,31.3,27.73,88.35,18.6033,30.88,36.74,24.42,25.52,44.74,41.56,40.05,99.65,101.69,96.32,105.35,100.13,87.25,44,41.14
6/18/08,#N/A N/A,30.61,27.42,88.69,18.2948,30.53,36.21,24.16,25.12,44.44,41.4,39,100.07,102.2,96.53,105.92,100,88.28,44.6,41.33
6/19/08,#N/A N/A,31,27.51,86.56,18.4896,30.57,36.68,24.25,25.2,44.52,41.45,39.27,99.56,101.67,95.9199,105.26,99.89,88.42,43.56,40.55
6/20/08,#N/A N/A,29.98,27.08,85.75,18.0105,30,35.9,23.75,24.49,43.42,40.67,38.77,99.865,101.73,95.54,105.5999,99.85,88.95,43.86,40.1
6/23/08,#N/A N/A,29.46,26.98,89.14,17.4421,30.22,35.97,23.53,24.43,43.7,41.16,37.98,99.73,101.69,95.19,105.6,99.69,87.09,44.17,40.25
6/24/08,#N/A N/A,29.58,27.07,87.45,17.6451,30.33,35.54,23.5,24.42,42.87,40.82,37.66,99.932,101.63,94.79,106.24,99.6,87.47,44.18,40.16
6/25/08,#N/A N/A,29.8,27.68,87.12,17.6045,30.67,35.28,23.7,24.6,43,41.3,38.67,99.9799,101.708,95.105,106.32,99.65,87.42,44.01,41
6/26/08,#N/A N/A,29.1,26.84,86.49,16.9712,30.05,34.7,23.25,23.9,41.94,40.07,37.29,100.11,101.79,94.36,107.24,99.42,90.61,45.47,42.41
6/27/08,#N/A N/A,28.61,26.56,87.25,16.7032,30.25,33.7,22.94,23.68,41.9,39.73,36.57,100.35,101.69,94.1,107.75,98.84,91.47,45.59,41.72
6/30/08,#N/A N/A,28.48,26.75,88.48,16.4515,30.58,34.01,22.91,24.09,41.73,40.7,36.76,100.4,101.4,94,107.85,99,91.4,44.78,40.68
7/1/08,#N/A N/A,28.12,26.72,88.85,16.5002,30.58,33.99,22.75,23.84,40.96,40.91,36.6,99.67,100.92,93.25,107.15,98.1,92.66,45.57,41.3
7/2/08,#N/A N/A,27.81,26.69,86.17,16.2485,30.37,32.95,22.45,23.31,39.21,40.8,36.16,99.55,100.85,93.18,107.82,98.36,93.17,46.44,42.09
7/3/08,#N/A N/A,28.05,26.67,84.9,16.1916,30.5,33.41,22.35,23.05,39.45,40.38,35.81,99.58,100.72,93.1375,108.1,98.28,92.06,46.42,42.03
7/4/08,#N/A N/A,28.05,26.67,84.9,16.1916,30.5,33.41,22.35,23.05,39.45,40.38,35.81,99.58,100.72,93.1375,108.1,98.28,92.06,46.42,42.03
7/7/08,#N/A N/A,27.73,26.94,82.77,15.6557,30.3,33.37,22.6,23.01,39.65,39.98,35,99.925,101.19,93.22,108.05,98.49,91.23,45.79,39.91
7/8/08,#N/A N/A,28.45,27.29,81.4,16.6707,31.1,34.14,22.83,23.6,39.23,40.19,37.62,100.3176,101.74,92.97,107.97,98.56,90.86,44.13,40
7/9/08,#N/A N/A,27.85,27.02,79.85,15.7207,31.25,33.19,22.15,22.94,39.3,40.67,35.83,100.7065,101.81,92.65,108.6,98.42,91.5,44.1,39.66
7/10/08,#N/A N/A,27.36,27.22,82.3,15.607,31.42,33.7,22.43,23.2,39.45,40.77,35.02,100.8,101.23,92.77,108.59,98.27,93.53,45.3,39.66
7/11/08,#N/A N/A,26.79,26.93,81.8,15.1685,30.82,33.09,22.22,23,39.42,40.46,34.85,100.23,100.45,92.65,107.61,98.59,95.16,45.93,40.38
7/14/08,#N/A N/A,26.65,26.95,82.34,14.3889,31.03,33.24,22.05,22.94,39.86,40.18,34.14,100.38,100.5,92.425,108.41,98.68,95.91,45.95,39.19
7/15/08,#N/A N/A,26.65,26.9,78.87,13.9423,31.18,32.58,22,22.98,39.47,39.9,33.93,100.77,100.48,91,108.34,98.65,96.17,44.49,38.85
7/16/08,#N/A N/A,27.72,27.24,76.84,15.7694,31.4,33.33,22.32,23.12,39.62,39.11,36.3,100,99.69,91.3,107.79,98.56,94.44,43.81,39.44
7/17/08,#N/A N/A,27.85,27.29,75.58,16.4515,31.71,34.25,22.55,23.21,39.87,38.49,36.89,99.56,99.35,91.57,107.09,98.875,94.22,42.78,37.6
7/18/08,#N/A N/A,28.71,26.83,76.9,16.7844,31.7,34.3,22.8,23.3,39.6,38.53,36.76,98.98,99.17,93.04,106.6,98.9,94.17,42.05,37.09
7/21/08,#N/A N/A,28.2,26.77,79.2,16.8494,31.14,34.33,22.35,23.3,40.42,39.21,37.08,99.38,99.28,93.5,106.62,99.11,95.12,42.56,36.4
7/22/08,#N/A N/A,28.95,27.24,76.57,18.2623,31.57,34.75,22.23,23.33,40.48,39.08,38.17,99.16,99.92,93.815,106.11,98.6,93.06,41.63,35.75
7/23/08,#N/A N/A,29.51,27.43,73.79,18.2379,31.71,35.02,22.63,24.09,39.97,38.13,39.15,99.28,99.57,93.57,105.39,98.71,90.57,40.69,35.32
7/24/08,#N/A N/A,28.88,27.26,73.61,17.0118,31.68,34.15,22.05,23.5,38.96,38.07,36.52,99.97,100.45,93.79,106.14,98.41,91.33,40.72,35.45
7/25/08,#N/A N/A,28.43,27.11,73.81,16.9468,31.87,34.47,22.36,23.48,39.02,37.61,37.11,99.46,99.92,93.99,105.41,98.81,91.69,40.21,35.96
7/28/08,#N/A N/A,27.76,26.88,74.1,16.151,31.61,33.68,21.89,22.95,38.97,37.7,36.27,99.91,100.5,93.67,106.31,98.74,91.73,40.41,36.11
7/29/08,#N/A N/A,28.75,27.51,73.22,17.4584,31.93,34.95,22.33,23.22,39.74,37.75,38.4,99.79,100.25,93.69,105.59,98.99,90.59,39.95,36.16
7/30/08,#N/A N/A,28.72,27.83,77.58,17.7263,31.92,35.36,22.48,23.39,40.68,38.49,38.29,99.9,100.73,93.705,106.03,99.205,89.52,40.74,36.79
7/31/08,#N/A N/A,28.53,27.4,74.4,17.5639,31.95,34.28,22.35,23.26,40.38,38.08,37.76,100.41,101.36,93.9,106.47,99.4,90.08,40.4,36.49
8/1/08,#N/A N/A,28.25,27.35,74.39,17.5639,31.71,34.25,22.1,22.99,39.65,36.99,37.78,99.89,100.525,92.82,105.95,98.65,89.57,39.95,35.9
8/4/08,#N/A N/A,28.46,27.6,70.89,17.4178,31.98,34.1,22.21,22.77,37.93,36.59,37.27,99.6,100.54,92.18,105.65,98.95,88.14,38.63,34.06
8/5/08,#N/A N/A,29.73,28.08,71.42,18.3029,33.02,35.05,22.63,23.35,38.37,36.89,39.08,99.43,100.1,92.83,105.08,98.97,86.08,38.36,34.29
8/6/08,#N/A N/A,29.58,28.38,73.05,18.1161,33.15,35.72,22.95,23.2,38.75,37.09,38.78,99.32,100.25,92.21,104.81,98.99,86.64,37.95,33.6
8/7/08,#N/A N/A,29,27.83,72.2,17.2229,32.75,34.52,22.91,22.76,38.63,37.06,37.42,99.84,101.08,92.095,105.89,99.05,86.09,38.16,34.29
8/8/08,#N/A N/A,30.38,28.41,70.98,17.8157,33.32,35.71,23.35,23.54,38.47,37.17,39.13,99.69,101.176,92.26,105.753,98.79,84.43,37.09,33.07
8/11/08,#N/A N/A,31.31,28.66,70.95,18.1161,33.35,35.8,23.5,23.89,38.52,37.58,39.94,99.44,100.72,92,104.8,98.87,81.13,37.05,33.38
8/12/08,#N/A N/A,30.9,28.86,70.99,17.1985,33.28,35.45,23.55,23.84,38.84,37.14,38.95,99.86,101.33,92.36,105.29,99.06,80.52,36.73,33.75
8/13/08,#N/A N/A,30.4,28.57,73.5,16.7032,33.3,35.32,23.46,23.66,39.68,37.14,38.37,99.69,100.8,92.5,105.28,99.08,81.56,37.96,35.67
8/14/08,#N/A N/A,30.86,28.7,72.15,17.2229,33.28,35.45,23.64,23.73,39.6,36.82,38.93,99.93,101.09,92.5,105.82,99.11,79.35,37.63,35.54
8/15/08,#N/A N/A,31.22,28.98,70.8,17.3447,33.61,35.65,23.73,24.06,39.35,36.95,38.874,100.2201,101.32,92.715,106.08,99.285,77.63,37.12,34.23
8/18/08,#N/A N/A,30.69,28.86,69.9,16.6788,33.33,35.25,23.43,23.803,38.99,37,38.18,100.39,101.36,92.5,106.18,99.37,78.8,37.33,36.03
8/19/08,#N/A N/A,30.12,28.47,72.41,16.1916,33.18,34.81,23.02,23.3,38.75,37.2,37.3,100.31,101.2,92.68,106.07,99.24,80.433,37.91,35.72
8/20/08,#N/A N/A,29.75,28.48,74.5,16.5246,32.97,34.53,23.07,23.34,39.43,37.34,37.3,100.47,101.21,92.66,106.51,99.33,80.06,38.21,36.29
8/21/08,#N/A N/A,29.99,28.17,76.37,16.2241,32.76,34.61,22.98,23.33,39.77,37.7,36.86,100.49,100.61,92.525,106.69,99.24,82.17,39.85,37.64
8/22/08,#N/A N/A,30.69,28.68,74.62,16.8412,33.31,35.29,23.3,23.84,39.75,37.85,38.05,100.3799,100.65,92,106.28,99.43,81.08,38.5,36.85
8/25/08,#N/A N/A,29.83,28.22,73.65,16.2485,32.77,34.74,23,23.18,38.89,37.45,37.28,100.69,101.3,92.5,106.68,99.4,80.93,38.28,36.62
8/26/08,#N/A N/A,30.06,28.11,75.15,16.3784,32.73,34.73,22.91,23.19,39.1,37.86,36.91,100.57,101.42,92,106.72,99.23,81.23,38.3,36.66
8/27/08,#N/A N/A,30.15,28.24,76.34,16.6951,32.78,34.83,23.13,23.55,39.46,38.13,37.38,100.69,101.26,92.1,107,99.34,81.36,38.66,36
8/28/08,#N/A N/A,30.85,28.42,75,17.3691,32.97,35.61,23.27,24.08,40.02,38.19,38.92,100.78,101.24,92.23,106.67,99.52,82.18,37.9,35.53
8/29/08,#N/A N/A,30.5,28.14,74.65,17.3934,32.61,35.22,22.75,23.92,39.75,37.66,38.7,100.75,101.04,92.4,106.36,99.68,81.71,37.76,35.37
9/1/08,#N/A N/A,30.5,28.14,74.65,17.3934,32.61,35.22,22.75,23.92,39.75,37.66,38.7,100.75,101.04,92.4,106.36,99.68,81.71,37.76,35.37
9/2/08,#N/A N/A,31.1,28.45,70.55,17.637,32.55,35.23,22.62,24.27,38.75,37.2,38.58,100.69,100.98,91.8,105.49,99.39,79.2,36.78,34.65
9/3/08,#N/A N/A,31.26,28.24,70.28,17.9131,32.74,34.97,22.32,24.34,38.55,36.61,39.02,100.67,101.17988,92.1,105.31,99.35,78.89,36.57,34.06
9/4/08,#N/A N/A,30.22,28.06,68.7,17.0361,32.02,33.77,21.52,23.44,37.18,36.15,38.19,101.04,101.21,92.5,105.15,99.137,78.39,36.05,33.95
